행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관,주최기관,전화번호,후원기관,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
「행복·열정·명품」 버스킹<5회>,대덕문화전당 드림홀,"굿바이 코로나블루를 위한 시,구민 위로 음악회",2020-10-05,2020-10-12,14:00,16:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3111,,536,,8세이상,해당사항 없음,,https://nam.daegu.kr/culturalcenter/index.do,,,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2022-06-29
옥상전망대 「별빛·달빛 콘서트」,대덕문화전당 드림홀,코로나19 성공적 극복을 위한 버스킹,2020-10-08,2020-10-08,19:00,21:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3111,,536,,8세이상,해당사항 없음,,https://nam.daegu.kr/culturalcenter/index.do,,,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2022-06-29
「행복·열정·명품」 버스킹,대덕문화전당 드림홀,"굿바이 코로나블루를 위한 시,구민 위로 음악회",2020-11-03,2020-11-03,15:00,17:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3111,,536,,8세이상,해당사항 없음,,https://nam.daegu.kr/culturalcenter/index.do,,,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2022-06-29
희망토크 세대공감 콘서트,대덕문화전당 드림홀,신규직원과 함께하는 소통 음악회,2020-11-05,2020-11-05,16:00,18:30,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3111,,536,,8세이상,해당사항 없음,,https://nam.daegu.kr/culturalcenter/index.do,,,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2022-06-29
하늘을나는텐트-고흐의별밤에서 노닐다,대덕문화전당 드림홀,한문연 방방곡곡 문화공감 공모사업,2020-11-21,2020-11-21,15:00,16:30,유료,대구광역시남구대덕문화전당,한국문화예술회관연합회,053-664-3122,문화체육관광부 한국문화예술위원회,536,,5세이상,해당사항 없음,,https://nam.daegu.kr/culturalcenter/index.do,www.ticketlink.co.kr,,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2022-06-29
기획전시 대구문예회관 소장전,대덕문화전당 전시실,국내유명작가 소장작품 순회전시회,2021-03-23,2021-04-11,10:00,18:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3121,,,,8세이상,해당사항없음,,https://nam.daegu.kr/culturalcenter/index.do,www.ticketlink.co.kr,Y,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2022-06-29
기획공연 「청바지 콘서트」<4회>,대덕문화전당 드림홀,어른신 일자리 안전교육 및 위로 음악회,2021-03-09,2021-05-07,14:00,16:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3121,,536,,8세이상,해당사항 없음,,https://nam.daegu.kr/culturalcenter/index.do,,,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2022-06-29
「행복·열정·명품」 버스킹<6회>,대덕문화전당 드림홀,"굿바이 코로나블루를 위한 시,구민 위로 음악회",2021-03-23,2021-07-07,14:00,16:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3121,,536,,8세이상,해당사항 없음,,https://nam.daegu.kr/culturalcenter/index.do,,,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2022-06-29
특별기획- 「산장토크」,대덕문화전당 드림홀,남구문화컨텐츠 개발과 문화관광자원 재조명을 위한 방송제작,2021-04-03,2021-04-11,15:00,17:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3121,,536,,8세이상,해당사항 없음,,https://nam.daegu.kr/culturalcenter/index.do,,,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2022-06-29
특별기획-민선7기3주년 「행복을 주는 콘서트」,대덕문화전당 드림홀,남구구민 소통과 포상구민 위로 음악회,2021-07-05,2021-07-05,15:00,17:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3121,,536,,8세이상,해당사항 없음,,https://nam.daegu.kr/culturalcenter/index.do,,,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2022-06-29
"영상으로 만나는 정크, 클라운",대구음악창작소 창공홀,예술의전당 영상화공모사업 프로그램,2021-07-21,2021-07-21,19:00,20:00,무료,대구광역시남구대덕문화전당,예술의전당,053-664-3122,,90,,전연령,해당사항없음,,https://nam.daegu.kr/culturalcenter/index.do,,,대구광역시 남구 중앙대로45길 53,대구광역시 남구 대명동 1803-31,35.8549683,128.5893079,2022-06-29
영상으로 만나는 스냅,대구음악창작소 창공홀,예술의전당 영상화공모사업 프로그램,2021-08-18,2021-08-18,19:00,20:00,무료,대구광역시남구대덕문화전당,예술의전당,053-664-3122,,90,,전연령,해당사항없음,,https://nam.daegu.kr/culturalcenter/index.do,,,대구광역시 남구 중앙대로45길 53,대구광역시 남구 대명동 1803-31,35.8549683,128.5893079,2022-06-29
이야기가 있는 렉처콘서트,대구음악창작소 창공홀,대덕문화전당 기획공연,2021-08-26,2021-08-27,19:30,21:00,유료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3122,,90,10000,전연령,티켓링크 참고,,https://nam.daegu.kr/culturalcenter/index.do,www.ticketlink.co.kr,,대구광역시 남구 중앙대로45길 53,대구광역시 남구 대명동 1803-31,35.8549683,128.5893079,2022-06-29
일상을 노래하다,대덕문화전당 드림홀,대구문화재단 공모사업,2021-11-20,2021-11-20,15:00,16:30,무료,대구광역시남구대덕문화전당,대구문화재단,053-664-3122,,536,,전연령,,,https://nam.daegu.kr/culturalcenter/index.do,,,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2022-06-29
영상으로 만나는 발레「호두까기 인형」,대구음악창작소 창공홀,예술의전당 영상화공모사업 프로그램,2021-11-24,2021-11-24,19:00,21:00,무료,대구광역시남구대덕문화전당,예술의전당,053-664-3122,,90,,전연령,,,https://nam.daegu.kr/culturalcenter/index.do,,,대구광역시 남구 중앙대로45길 53,대구광역시 남구 대명동 1803-31,35.8549683,128.5893079,2022-06-29
양희경의 달콤한 클래식,대덕문화전당 드림홀,한문연 공모사업,2021-11-27,2021-11-27,17:00,18:40,유료,한국문화예술회관연합회+대덕문화전당,한국문화예술회관연합회,053-664-3122,,536,10000,8세이상,티켓링크 참고,,https://nam.daegu.kr/culturalcenter/index.do,www.ticketlink.co.kr,,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2022-06-29
기획공연 「행복·열정·명품」음악회,대덕문화전당 드림홀,공공일자리 안전교육 및 위로음악회,2022-03-25,2022-03-25,14:00,16:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3127,,536,,전연령,해당사항없음,,https://nam.daegu.kr/culturalcenter/index.do,,,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2022-06-29
향기의 미술관,대구음악창작소 창공홀,대덕문화전당 특별강좌 프로그램,2022-04-21,2022-04-21,19:00,20:30,유료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3122,,45,,8세이상,티켓링크,,https://nam.daegu.kr/culturalcenter/index.do,www.ticketlink.co.kr,,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2022-06-29
향기의 미술관,대구음악창작소 창공홀,대덕문화전당 특별강좌 프로그램,2022-05-19,2022-05-19,19:00,20:30,유료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3122,,45,,8세이상,티켓링크,,https://nam.daegu.kr/culturalcenter/index.do,www.ticketlink.co.kr,,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2022-06-29
향기의 미술관,대구음악창작소 창공홀,대덕문화전당 특별강좌 프로그램,2022-06-30,2022-06-30,19:00,20:30,유료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3122,,45,,8세이상,티켓링크,,https://nam.daegu.kr/culturalcenter/index.do,www.ticketlink.co.kr,,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2022-06-29
그림이 오감을 만났을때- 감각주의,대덕문화전당 드림홀,대덕문화전당 특별강좌 프로그램,2022-07-28,2022-07-28,19:30,21:00,유료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3122,,536,10000,8세이상,티켓링크,,https://nam.daegu.kr/culturalcenter/index.do,www.ticketlink.co.kr,,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2022-06-29
기획전시-조각전 「VuonoVento좋은바람」,"제1,2 전시실",대구 경북 유명 조각작가 50인 초대전,2022-05-16,2022-05-26,9:00,18:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,,,전연령,해당사항없음,,https://nam.daegu.kr/culturalcenter/index.do?menu_id=00002681&menu_link=/front/culture/culturalEventView.do&eventPart=exhibition&accessType=calendar&eventId=CULTURE_000000003970,,,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2022-06-29
기획전시-호국보훈의달 기념 사진전 「기억에서다」,"제1,2 전시실",호국보훈의 달을 맞아 대표작가 3인의 호국관련 사진 전시,2022-06-14,2022-06-30,9:00,18:00,무료,대구광역시남구대덕문화전당,대구광역시남구,053-664-3118,,,,전연령,해당사항없음,,https://nam.daegu.kr/culturalcenter/index.do?menu_id=00002681&menu_link=/front/culture/culturalEventView.do&eventPart=exhibition&accessType=calendar&eventId=CULTURE_000000003784,,,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2022-06-29
호국보훈의달 기념 기획공연  「쇼그맨」 <4회>,대덕문화전당 드림홀,"호국보훈의 달을 맞아 군장병, 코로나19 의료진 등을 초청한 코메디 쇼 개최",2022-06-16,2022-06-17,15:00,16:45,무료,대구광역시남구대덕문화전당,육군제2작전사령부,053-664-3118,,517,,전연령,해당사항없음,,https://nam.daegu.kr/culturalcenter/index.do?menu_id=00003111&menu_link=/front/culture/culturalEventView.do&eventPart=concert&accessType=calendar&eventId=CULTURE_000000003997,,,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129637,128.5769684,2022-06-29
