행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관,주최기관,전화번호,후원기관,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
"대구연극제 아비,규환",봉산문화회관 가온홀,연극,2017-03-14,2017-03-26,16:00,17:20,유료,대구연극협회,대구연극협회,053-628-7463,,424,일반 20000원+학생 10000원,12세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
"대구연극제 아비,규환",봉산문화회관 가온홀,연극,2017-03-14,2017-03-26,19:30,20:50,유료,대구연극협회,대구연극협회,053-628-7463,,424,일반 20000원+학생 10000원,12세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
대구연극제 살육의 배,봉산문화회관 가온홀,연극,2017-03-16,2017-03-26,16:00,17:20,유료,대구연극협회,대구연극협회,053-628-7463,,424,일반 20000원+학생 10000원,15세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
대구연극제 살육의 배,봉산문화회관 가온홀,연극,2017-03-16,2017-03-26,19:30,20:50,유료,대구연극협회,대구연극협회,053-628-7463,,424,일반 20000원+학생 10000원,15세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
혹부리영감과 가나다운동,봉산문화회관 가온홀,어린이뮤지컬 교육공연,2017-03-29,2017-03-31,11:00,11:50,무료,대구 중구청 위생과,대구 중구청 위생과,053-661-2765,,424,전석 무료,4세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
KBS전국 노래자랑 예심,봉산문화회관 가온홀,노래자랑 중구편 예심,2017-04-06,2017-04-06,13:00,17:00,무료,대구 중구청,대구 중구청,053-661-2000,,424,전석 무료,전체관람가,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
"그날, 꽃피는 청춘",봉산문화회관 가온홀,무용,2017-04-12,2017-04-12,19:30,20:30,무료,SD DANCE COMPANY,SD DANCE COMPANY,,,424,전석 무료,6세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
안심밥상퀴즈쇼,봉산문화회관 가온홀,외식업주 위생교육,2017-05-11,2017-05-12,10:00,10:50,무료,대구 중구청 위생과,대구 중구청 위생과,053-661-2765,,424,전석 무료,전체관람가,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
안심밥상퀴즈쇼,봉산문화회관 가온홀,외식업주 위생교육,2017-05-12,2017-05-12,14:00,14:50,무료,대구 중구청 위생과,대구 중구청 위생과,053-661-2765,,424,전석 무료,전체관람가,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
춤으로 하나되다,봉산문화회관 가온홀,밸리댄스,2017-05-27,2017-05-28,19:00,20:10,무료,대구밸리댄스협회,대구밸리댄스협회,053-424-9906,,424,전석 무료,전체관람가,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
춤으로 하나되다,봉산문화회관 가온홀,밸리댄스,2017-05-28,2017-05-28,18:00,19:10,무료,대구밸리댄스협회,대구밸리댄스협회,053-424-9906,,424,전석 무료,전체관람가,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
홍지선 피아노 독주회,봉산문화회관 가온홀,피아노,2017-05-31,2017-05-31,17:00,18:20,유료,홍지선,홍지선,,,424,전석 10000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
대한민국연극제 특별공연 돗가비지게,봉산문화회관 가온홀,연극,2017-06-01,2017-06-20,19:30,20:40,유료,대구연극협회,대구연극협회,1566-7897,,424,전석 15000원,5세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
"대한민국연극제 경연 대구 아비,규환",봉산문화회관 가온홀,연극,2017-06-04,2017-06-20,16:00,17:20,유료,대구연극협회,대구연극협회,1566-7897,,424,전석 15000원,14세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
"대한민국연극제 경연 대구 아비,규환",봉산문화회관 가온홀,연극,2017-06-04,2017-06-20,19:30,20:50,유료,대구연극협회,대구연극협회,1566-7897,,424,전석 15000원,14세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
대한민국연극제 경연 충남 추몽,봉산문화회관 가온홀,연극,2017-06-08,2017-06-20,16:00,17:20,유료,대구연극협회,대구연극협회,1566-7897,,424,전석 15000원,14세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
대한민국연극제 경연 충남 추몽,봉산문화회관 가온홀,연극,2017-06-08,2017-06-20,19:30,20:50,유료,대구연극협회,대구연극협회,1566-7897,,424,전석 15000원,14세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
대한민국연극제 경연 울산 흔들린다,봉산문화회관 가온홀,연극,2017-06-10,2017-06-20,16:00,17:20,유료,대구연극협회,대구연극협회,1566-7897,,424,전석 15000원,14세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
대한민국연극제 경연 울산 흔들린다,봉산문화회관 가온홀,연극,2017-06-10,2017-06-20,19:30,20:50,유료,대구연극협회,대구연극협회,1566-7897,,424,전석 15000원,14세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
대한민국연극제 경연 전남 굿모닝 씨어터,봉산문화회관 가온홀,연극,2017-06-12,2017-06-20,16:00,17:20,유료,대구연극협회,대구연극협회,1566-7897,,424,전석 15000원,14세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
대한민국연극제 경연 전남 굿모닝 씨어터,봉산문화회관 가온홀,연극,2017-06-12,2017-06-20,19:30,20:50,유료,대구연극협회,대구연극협회,1566-7897,,424,전석 15000원,14세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
대한민국연극제 경연 부산 나는 채플린이 아니다,봉산문화회관 가온홀,연극,2017-06-14,2017-06-20,16:00,17:20,유료,대구연극협회,대구연극협회,1566-7897,,424,전석 15000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
대한민국연극제 경연 부산 나는 채플린이 아니다,봉산문화회관 가온홀,연극,2017-06-14,2017-06-20,19:30,20:50,유료,대구연극협회,대구연극협회,1566-7897,,424,전석 15000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
대한민국연극제 경연 경기 성호가든,봉산문화회관 가온홀,연극,2017-06-16,2017-06-20,16:00,17:20,유료,대구연극협회,대구연극협회,1566-7897,,424,전석 15000원,14세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
대한민국연극제 경연 경기 성호가든,봉산문화회관 가온홀,연극,2017-06-16,2017-06-20,19:30,20:50,유료,대구연극협회,대구연극협회,1566-7897,,424,전석 15000원,14세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
대한민국연극제 경연 인천 워낭을 찾는 사람들,봉산문화회관 가온홀,연극,2017-06-18,2017-06-20,16:00,17:20,유료,대구연극협회,대구연극협회,1566-7897,,424,전석 15000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
대한민국연극제 경연 인천 워낭을 찾는 사람들,봉산문화회관 가온홀,연극,2017-06-18,2017-06-20,19:30,20:50,유료,대구연극협회,대구연극협회,1566-7897,,424,전석 15000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
11회 DIMF 창작지원작 뮤지컬 더 픽션,봉산문화회관 가온홀,뮤지컬,2017-06-24,2017-07-09,15:00,16:30,유료,(사)대구국제뮤지컬페스티벌,(사)대구국제뮤지컬페스티벌,053-622-1945,,424,전석 20000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
11회 DIMF 창작지원작 뮤지컬 더 픽션,봉산문화회관 가온홀,뮤지컬,2017-06-24,2017-07-09,19:00,20:30,유료,(사)대구국제뮤지컬페스티벌,(사)대구국제뮤지컬페스티벌,053-622-1945,,424,전석 20000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
11회 DIMF 창작지원작 뮤지컬 더 픽션,봉산문화회관 가온홀,뮤지컬,2017-06-25,2017-07-09,14:00,15:20,유료,(사)대구국제뮤지컬페스티벌,(사)대구국제뮤지컬페스티벌,053-622-1945,,424,전석 20000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
11회 DIMF 창작지원작 뮤지컬 더 픽션,봉산문화회관 가온홀,뮤지컬,2017-06-25,2017-07-09,17:00,18:20,유료,(사)대구국제뮤지컬페스티벌,(사)대구국제뮤지컬페스티벌,053-622-1945,,424,전석 20000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
11회 DIMF 창작지원작 뮤지컬 기억을 걷다,봉산문화회관 가온홀,뮤지컬,2017-06-30,2017-07-09,19:30,21:00,유료,(사)대구국제뮤지컬페스티벌,(사)대구국제뮤지컬페스티벌,053-622-1945,,424,전석 20000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
11회 DIMF 창작지원작 뮤지컬 기억을 걷다,봉산문화회관 가온홀,뮤지컬,2017-07-01,2017-07-09,14:00,15:30,유료,(사)대구국제뮤지컬페스티벌,(사)대구국제뮤지컬페스티벌,053-622-1945,,424,전석 20000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
11회 DIMF 창작지원작 뮤지컬 기억을 걷다,봉산문화회관 가온홀,뮤지컬,2017-07-01,2017-07-09,19:00,20:30,유료,(사)대구국제뮤지컬페스티벌,(사)대구국제뮤지컬페스티벌,053-622-1945,,424,전석 20000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
11회 DIMF 창작지원작 뮤지컬 기억을 걷다,봉산문화회관 가온홀,뮤지컬,2017-07-02,2017-07-09,14:00,15:30,유료,(사)대구국제뮤지컬페스티벌,(사)대구국제뮤지컬페스티벌,053-622-1945,,424,전석 20000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
11회 DIMF 창작지원작 뮤지컬 기억을 걷다,봉산문화회관 가온홀,뮤지컬,2017-07-02,2017-07-09,19:00,20:30,유료,(사)대구국제뮤지컬페스티벌,(사)대구국제뮤지컬페스티벌,053-622-1945,,424,전석 20000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
11회 DIMF 창작지원작 뮤지컬 마담 류시올,봉산문화회관 가온홀,뮤지컬,2017-07-07,2017-07-09,19:30,20:50,유료,(사)대구국제뮤지컬페스티벌,(사)대구국제뮤지컬페스티벌,053-622-1945,,424,R석 30000원+S석 20000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
12회 DIMF 창작지원작 뮤지컬 마담 류시올,봉산문화회관 가온홀,뮤지컬,2017-07-08,2017-07-09,15:00,16:20,유료,(사)대구국제뮤지컬페스티벌,(사)대구국제뮤지컬페스티벌,053-622-1945,,424,R석 30000원+S석 20000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
13회 DIMF 창작지원작 뮤지컬 마담 류시올,봉산문화회관 가온홀,뮤지컬,2017-07-08,2017-07-09,19:00,20:20,유료,(사)대구국제뮤지컬페스티벌,(사)대구국제뮤지컬페스티벌,053-622-1945,,424,R석 30000원+S석 20000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
14회 DIMF 창작지원작 뮤지컬 마담 류시올,봉산문화회관 가온홀,뮤지컬,2017-07-09,2017-07-09,14:00,15:20,유료,(사)대구국제뮤지컬페스티벌,(사)대구국제뮤지컬페스티벌,053-622-1945,,424,R석 30000원+S석 20000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
15회 DIMF 창작지원작 뮤지컬 마담 류시올,봉산문화회관 가온홀,뮤지컬,2017-07-09,2017-07-09,18:00,19:20,유료,(사)대구국제뮤지컬페스티벌,(사)대구국제뮤지컬페스티벌,053-622-1945,,424,R석 30000원+S석 20000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
김순주의 춤 디딤,봉산문화회관 가온홀,무용,2017-07-11,2017-07-11,19:30,21:00,무료,김순주,김순주,,,424,전석 무료,전체관람가,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
박시환 단독라이브 콘서트,봉산문화회관 가온홀,대중음악,2017-07-15,2017-07-15,15:00,16:30,유료,성우기획,성우기획,1599-1980,,424,R석 55000원+S석 44000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
박시환 단독라이브 콘서트,봉산문화회관 가온홀,대중음악,2017-07-15,2017-07-15,19:00,20:30,유료,성우기획,성우기획,1599-1980,,424,R석 55000원+S석 44000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
김연지 단독 콘서트 in 대구,봉산문화회관 가온홀,대중음악,2017-07-22,2017-07-22,18:00,20:00,유료,EDEM COMPANY,EDEM COMPANY,,,424,S석 88000원+R석 77000원+A석 66000원,전체관람가,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
문화가 있는 날 7월 앙상블 시리즈,봉산문화회관 스페이스라온,클래식,2017-07-26,2017-07-26,19:30,20:30,유료,봉산문화회관,봉산문화회관,053-661-3521,,90,전석 10000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.ticketlink.co.kr+봉산문화회관,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
EBS 딩동댕 유치원 뚜앙뮤지컬,봉산문화회관 가온홀,뮤지컬,2017-08-05,2017-08-05,11:00,12:00,유료,대구MBC,㈜파워포엠,053-422-4224,,424,R석 40000원+S석 30000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
EBS 딩동댕 유치원 뚜앙뮤지컬,봉산문화회관 가온홀,뮤지컬,2017-08-05,2017-08-06,14:00,15:00,유료,대구MBC,㈜파워포엠,053-422-4224,,424,R석 66000원+S석 55000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
EBS 딩동댕 유치원 뚜앙뮤지컬,봉산문화회관 가온홀,뮤지컬,2017-08-05,2017-08-06,16:00,17:00,유료,대구MBC,㈜파워포엠,053-422-4224,,424,R석 66000원+S석 55000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
EBS 딩동댕 유치원 뚜앙뮤지컬,봉산문화회관 가온홀,뮤지컬,2017-08-06,2017-08-06,11:00,12:00,유료,대구MBC,㈜파워포엠,053-422-4224,,424,R석 66000원+S석 55000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
EBS 딩동댕 유치원 뚜앙뮤지컬,봉산문화회관 가온홀,뮤지컬,2017-08-06,2017-08-06,14:00,15:00,유료,대구MBC,㈜파워포엠,053-422-4224,,424,R석 66000원+S석 55000원,8세 이상,홈페이지 참조,,bongsanart.jung.daegu.kr,www.interpark.com+기획사전화,Y,대구광역시 중구 봉산문화길 77,대구광역시 중구 봉산동 125,35.86339725,128.5965618,2022-06-10
