행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관,주최기관,전화번호,후원기관,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
토요상설공연 <숲속열린음악회 with 이현공원> Part 4,이현공원(야외공연),대중,2021-05-22,2021-05-22,17:00,18:30,무료,대구광역시 서구문화회관+도로교통공단+TBN대구교통방송,대구광역시 서구문화회관,053-663-3081,,350,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
렉처콘서트Ⅱ) <클래식에 빠지는 10가지 방법>,서구문화회관 공연장,클래식,2021-05-26,2021-05-26,19:30,21:00,무료,대구광역시 서구문화회관,대구광역시 서구문화회관,053-663-3081,,442,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
토요상설공연 <숲속열린음악회 with 이현공원> Part 5,이현공원(야외공연),대중,2021-05-29,2021-05-29,17:00,18:30,무료,대구광역시 서구문화회관+TBN대구교통방송,대구광역시 서구문화회관,053-663-3081,,350,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
마토콘서트Ⅳ) 퓨전한국무용 <연꽃잎>,서구문화회관 공연장,무용,2021-05-29,2021-05-29,14:00,15:30,무료,대구광역시 서구문화회관+엄선민 소울무용단,한국문화예술회관연합회,053-663-3081,문화체육관광부+한국문화예술위원회,442,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
열린오페라 <별을 품은 아리아의 울림>,이현공원(야외공연),클래식,2021-06-12,2021-06-12,19:30,21:00,무료,대구광역시 서구문화회관+프리소울,대구광역시 서구문화회관,053-663-3081,대구문화재단+대구광역시+한국문화예술위원회,100,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
아기맘 콘서트 <운명을 이겨 낸 베토벤>,서구문화회관 공연장,클래식,2021-06-16,2021-06-16,11:00,12:30,무료,아토앙상블,대구광역시 서구문화회관,053-663-3081,,442,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
마토콘서트Ⅴ) 코믹오페라 <버섯피자>,서구문화회관 공연장,오페라,2021-06-26,2021-06-26,14:00,18:30,무료,대구광역시 서구문화회관+꿈더함,한국문화예술회관연합회,053-663-3081,문화체육관광부+한국문화예술위원회,442,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
렉처콘서트Ⅲ) <명화에 나오는 클래식이야기>,서구문화회관 공연장,클래식,2021-06-30,2021-06-30,19:30,21:00,무료,대구광역시 서구문화회관,대구광역시 서구문화회관,053-663-3081,,442,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
시립국악단과 함께하는 국악콘서트 <금낭화>,서구문화회관 공연장,국악,2021-07-10,2021-07-10,19:30,21:00,무료,대구광역시 서구문화회관+대구시립국악단,대구광역시 서구문화회관+대구문화예술회관,053-663-3081,,442,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
렉처콘서트Ⅳ) <클래식 거장들과의 만남>,서구문화회관 공연장,클래식,2021-07-28,2021-07-28,19:30,21:00,무료,대구광역시 서구문화회관,대구광역시 서구문화회관,053-663-3081,,442,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
마토콘서트Ⅵ) 드라마틱 발레 <신데렐라>,서구문화회관 공연장,발레,2021-07-31,2021-07-31,17:00,18:30,무료,대구광역시 서구문화회관+대구시티발레단,한국문화예술회관연합회,053-663-3081,문화체육관광부+한국문화예술위원회,442,무료,8세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
악극 <명랑시장>,서구문화회관 공연장,악극,2021-08-13,2021-08-14,19:30,18:30,무료,대구광역시 서구문화회관+경기도극단,한국문화예술회관연합회,053-663-3081,문화체육관광부+한국문화예술위원회,442,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
마토콘서트 Ⅶ 〈브리즈와 함께하는 뮤지컬 갈라 콘서트〉,서구문화회관 공연장,뮤지컬,2021-08-28,2021-08-28,17:00,18:30,무료,대구광역시 서구문화회관+브리즈뮤지컬컴퍼니,한국문화예술회관연합회,053-663-3081,문화체육관광부+한국문화예술위원회,442,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
우수공연 <리멤버 콘서트>,서구문화회관 공연장,대중,2021-09-11,2021-09-11,17:00,18:30,무료,대구광역시 서구문화회관+(주)미니빌컴퍼니,한국문화예술회관연합회,053-663-3081,문화체육관광부+한국문화예술위원회,442,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
마토콘서트Ⅷ) 국악콘서트 <서풍>,이현공원(야외공연),국악,2021-09-25,2021-09-25,17:00,18:30,무료,대구광역시 서구문화회관+영남국악관현악단,한국문화예술회관연합회,053-663-3081,,100,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
코로나극복 힐링페스타 〈가을愛 3色 별밤〉,이현공원(야외공연),콘서트,2021-10-01,2021-10-01,17:00,18:30,무료,대구광역시 서구문화회관,대구광역시,053-663-3081,대구문화재단,100,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
우수공연 <사랑&동행> 음악회,서구문화회관 공연장,뮤지컬,2021-10-16,2021-10-16,17:00,18:30,무료,대구광역시 서구문화회관+미디어코드,한국문화예술회관연합회,053-663-3081,문화체육관광부+한국문화예술위원회,442,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
마토콘서트 Ⅸ) <리베르탱고>,서구문화회관 공연장,재즈,2021-10-30,2021-10-30,17:00,18:30,무료,대구광역시 서구문화회관+앙상블솔리데오,한국문화예술회관연합회,053-663-3081,문화체육관광부+한국문화예술위원회,442,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
서구합창단 정기연주회,서구문화회관 공연장,대중,2021-11-05,2021-11-05,19:30,21:00,무료,대구광역시 서구문화회관,대구광역시 서구문화회관,053-663-3081,,442,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
우수공연 <디톡스 콘서트>,서구문화회관 공연장,클래식,2021-11-13,2021-11-13,17:00,18:30,무료,대구광역시 서구문화회관+전통공연예술연구소,한국문화예술회관협회,053-663-3081,문화체육관광부+한국문화예술위원회,442,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
상주단체 오페라 <세빌리야의 이발사>,서구문화회관 공연장,오페라,2021-11-27,2021-11-27,17:00,18:30,무료,COMPANY F.S,대구광역시 서구문화회관,053-663-3081,대구문화재단+대구광역시+한국문화예술위원회,442,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
보이스퀸 정수연과 팝스오케스트라가 함께하는〈퓨전 콘서트〉,서구문화회관 공연장,클래식,2021-12-18,2021-12-18,17:00,18:30,무료,로얄팝스오케스트라,대구광역시 서구문화회관,053-663-3081,경북콘텐츠진흥원,442,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
상주단체 크리스마스 콘서트,서구문화회관 공연장,클래식,2021-12-25,2021-12-25,19:30,20:30,무료,COMPANY F.S,대구광역시 서구문화회관,053-663-3081,대구문화재단+대구광역시+한국문화예술위원회,442,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
베토벤+쇼팽의 선율과 함께하는〈김상원 피아노 리사이틀〉,서구문화회관 공연장,클래식,2022-01-04,2022-01-04,19:30,20:30,무료,대구광역시 서구문화회관,대구광역시 서구문화회관,053-663-3081,,294,무료,8세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
인순이와 함께하는 신년음악회 <2022 NEW START>,서구문화회관 공연장,대중,2022-01-22,2022-01-22,17:00,18:30,무료,아르스오케스트라,대구광역시 서구문화회관,053-663-3081,,348,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
코믹연극 <라이어>,서구문화회관 공연장,연극,2022-02-12,2022-02-12,15:00,20:30,무료,파파프로덕션,대구광역시 서구문화회관,053-663-3081,,294,무료,중학생이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
클래식음악극 <반짝반짝 별이 된 모차르트>,서구문화회관 공연장,클래식음악극,2022-02-26,2022-02-26,17:00,18:10,무료,아토앙상블,대구광역시 서구문화회관,053-663-3081,,294,무료,8세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
가족연극 <강아지똥>,서구문화회관 공연장,연극,2022-03-12,2022-03-12,11:00,18:00,무료,모시는사람들,대구광역시 서구문화회관,053-663-3081,,294,무료,36개월이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
마토콘서트 <핑크아이스크림 with 박혜경&비아트리오>,서구문화회관 공연장,대중,2022-03-26,2022-03-26,17:00,18:10,무료,힘즈뮤직,대구광역시 서구문화회관,053-663-3081,,294,무료,13세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
춤으로 그리는 동화 <피노키오>,서구문화회관 공연장,무용극,2022-04-23,2022-04-23,17:00,17:50,무료,대구광역시 서구문화회관+대전시립무용단,한국문화예술회관연합회,053-663-3081,문화체육관광부+한국문화예술위원회,280,무료,36개월이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
렉처콘서트 <쉽게 풀어주는 클래식의 매력>,서구문화회관 공연장,클래식,2022-04-27,2022-04-27,19:30,20:40,무료,대구광역시 서구문화회관,대구광역시 서구문화회관,053-663-3081,,294,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
마토콘서트 <서풍>,이현공원 야외공연장,대중,2022-04-30,2022-04-30,17:00,18:30,무료,한국문화예술회관연합회,대구광역시 서구문화회관+영남국악관현악단,053-663-3081,문화체육관광부+한국문화예술위원회,700,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
숲속열린음악회 with 이현공원,이현공원 야외공연장,대중,2022-05-07,2022-05-21,17:30,19:00,무료,대구광역시 서구문화회관,도로교통공단 TBN 한국교통방송,053-663-3081,,2700,무료,10세이상,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
마토콘서트 <퓨전 마당극 춘심홍로줄>,이현공원 야외공연장,마당극,2022-05-28,2022-05-28,17:30,18:20,무료,대구광역시 서구문화회관+극단수작,한국문화예술회관연합회,053-663-3081,문화체육관광부+한국문화예술위원회,100,무료,전체관람가,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
웨스트 윈드 페스타<West Wind Festa>,서구문화회관 공연장,클래식,2022-06-03,2022-06-05,19:00,20:20,무료,대구관악합주단+서울뮤즈윈드오케스트라+광주윈드오케스트라,대구광역시 서구문화회관,053-663-3081,,442,무료,전체관람가,없음,,https://www.dgs.go.kr/culture/index.php,,Y,대구광역시 서구 당산로 403,대구광역시 서구 이현동 48-144,35.87279161,128.5455357,2022-06-10
