행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관,주최기관,전화번호,후원기관,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
대구시립국악단 화요국악 <소담음악회>,대구문화예술회관 비슬홀,이야기가 있는 국악공연,2021-03-23,2021-03-23,19:00,20:30,무료,대구문화예술회관,대구시립국악단,053-606-6193,,107,무료,8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3571,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
유진아 김지혜 피아노 독주회,대구문화예술회관 비슬홀,듀오 피아노 리사이틀,2021-03-27,2021-03-27,18:30,20:00,무료,에이엠예술기획,에이엠예술기획,053-623-0684,,107,무료,8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3569,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
작고예술인 재조명시리즈I 慕汀(모정) 故이명희,대구문화예술회관 팔공홀,작고예술인 재조명 시리즈,2021-04-02,2021-04-02,19:30,21:00,유료,대구문화예술회관,대구국악협회,053-606-6135,,467,"전석 10,000원",8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3577,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
대구국악협회- 언택트공연,대구문화예술회관 비슬홀,국악으로 나누는 언택트 공연,2021-04-04,2021-04-04,13:00,14:00,무료,한국국악협회대구광역시지회,한국국악협회대구광역시지회,,,,무관객,,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3593,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
대구시립국악단 제200회 정기연주회 <새날>,대구문화예술회관 팔공홀,대구시립국악단 정기연주회,2021-04-15,2021-04-15,19:30,21:00,유료,대구문화예술회관,대구시립국악단,053-606-6193,,467,"전석 10,000원",8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3589,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
한국오페라 아리아와 가곡의 밤,대구문화예술회관 팔공홀,구미오페라단의 한국오페라 아리아 가곡의 밤,2021-04-16,2021-04-16,19:00,20:30,무료,구미오페라단,구미오페라단,,,467,무료,8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3588,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
대구소리온합창단 제4회 정기연주회,대구문화예술회관 팔공홀,대구소리온합창단 정기연주회,2021-04-17,2021-04-17,19:00,20:30,무료,소리온합창단,소리온합창단,,,467,초대,8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3552,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
베르톨트 브레히트 연극 <억척어멈과 그 자식들>,대구문화예술회관 팔공홀,대구시립극단 정기공연,2021-04-23,2021-04-23,19:30,22:30,유료,대구문화예술회관,대구시립극단,053-606-6323,,467,"R석(1층) 15,000원 S석(2층) 12,000원",8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3592,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
베르톨트 브레히트 연극 <억척어멈과 그 자식들>,대구문화예술회관 팔공홀,대구시립극단 정기공연,2021-04-23,2021-04-23,17:00,19:30,유료,대구문화예술회관,대구시립극단,053-606-6323,,467,"R석(1층) 15,000원 S석(2층) 12,001원",8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3592,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
대구시립무용단 창단 40주년 기념 페스티벌 - MODAFE In DAEGU Best Collection I,대구문화예술회관 팔공홀,대구시립무용단 창단40주년 기념 페스티벌,2021-04-27,2021-04-27,19:30,21:00,유료,대구문화예술회관,대구시립무용단,053-606-6196,,467,전석 1만5천원,8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3583,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
대구시립무용단 창단 40주년 기념 페스티벌 DCDC x MODAFE 스파크플레이스,대구문화예술회관 팔공홀,대구시립무용단 창단40주년 기념 페스티벌,2021-04-28,2021-04-28,19:30,22:30,유료,대구문화예술회관,대구시립무용단,053-606-6196,,467,전석 1만원,8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3585,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
대구시립무용단 창단 40주년 기념 페스티벌- MODAFE In DAEGU Best Collection II,대구문화예술회관 팔공홀,대구시립무용단 창단40주년 기념 페스티벌,2021-04-29,2021-04-29,19:30,22:30,유료,대구문화예술회관,대구시립무용단,053-606-6196,,467,전석 1만 5천원,8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3584,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
대구시립무용단 창단 40주년 기념 페스티벌 DCDC x MODAFE 스파크플레이스,대구문화예술회관 팔공홀,대구시립무용단 창단40주년 기념 페스티벌,2021-04-30,2021-04-30,19:30,22:30,유료,대구문화예술회관,대구시립무용단,053-606-6196,,467,전석 1만원,8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3586,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
대구시립무용단 제79회 정기공연 <존재>,대구문화예술회관 팔공홀,대구시립무용단 창단 40주년 기념 페스티벌,2021-05-01,2021-05-01,17:00,17:50,유료,대구문화예술회관,대구시립무용단,053-606-6196,,467,"15,000",8세이상,홈페이지참고,,http://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3325,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
어린이를 위한 국악뮤지컬 토돌이의 모험 시즌2,대구문화예술회관 팔공홀,전래동화 별주부전을 소재로 현대적으로 각색한 어린이를 위한 국악뮤지컬,2021-05-05,2021-05-08,11:00,12:00,유료,대구문화예술회관,대구문화예술회관,053-606-6135,,467,"15,000",8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
만정제 모정 이명희류 흥보가 완창발표회대구문화예술회관 비슬홀,대구문화예술회관 비슬홀,이명희류 흥보가 완창발표회,2021-05-08,2021-05-08,14:00,17:00,유료,대구문화예술회관,대구문화예술회관,053-606-6135,,107,"10,000",8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
DAC레파토리공연 시립국악단 제15회 한국무용의 밤,대구문화예술회관 팔공홀,달구벌 별신굿을 무대화한 한국 무용 공연,2021-05-13,2021-05-14,19:30,21:00,유료,대구문화예술회관,대구시립국악단,053-606-6193,,467,"10,000",8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
청출어람시리즈 김상충&이동환듀오 리사이틀,대구문화예술회관 팔공홀,스승의날을 맞아 스승과 제자과 함께하는 무대,2021-05-15,2021-05-15,17:00,19:00,유료,대구문화예술회관,대구문화예술회관,053-606-6135,,467,"15,000",8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
최두혁의 춤,대구문화예술회관 팔공홀,광장에서 바라본 휴식 네번째 이야기,2021-05-16,2021-05-16,18:00,19:00,무료,최두혁,최두혁,,,467,무료,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
대구시립교향악단 제476회 정기연주회,대구문화예술회관 팔공홀,모짜르트와의 산책,2021-05-18,2021-05-18,19:30,21:00,유료,대구시립예술단,대구시립교향악단,053-250-1475,,467,R석30000 S석20000 H석10000,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
대구시립소년소녀합창단 제 123회정기공연,대구문화예술회관 팔공홀,창단 40주년 기념 정기공연,2021-05-22,2021-05-22,19:30,21:00,유료,대구문화예술회관,대구시립소년소녀합창단,053-606-6314,,467,R석3000 S석2000,6세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
2021 안티고네,대구문화예술회관 비슬홀,예술로 정기공연,2021-05-22,2021-05-23,15:00,16:30,유료,예술로,예술로,053-242-7255,,107,"일반 3만원, 청소년 1만5천원",10세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3642,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
춤으로 푸는 대구이야기 <대구로>,대구문화예술회관 팔공홀,대구의 새로운 희망의 길을 춤으로 만들어 보고자 한다,2021-05-23,2021-05-23,19:00,19:50,무료,오레지나 무용단,오레지나 무용단,,,467,,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
대구교육대학교 아우름시리즈IV 비올라 콰르텟,대구문화예술회관 팔공홀,대구교육대학교 아우름시리즈IV 비올라 콰르텟,2021-05-25,2021-05-25,19:30,21:00,무료,대구교육대학교,대구교육대학교,,,467,전석무료,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
제31회 대구무용제,대구문화예술회관 팔공홀,전국 무용제 지역 예선전,2021-05-28,2021-05-28,19:30,20:50,무료,한국무용협회,한국무용협회,,,467,,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
제32회 대구국악제 전국국악경연대회,대구문화예술회관 팔공홀 비슬홀,전국국악경연대회,2021-05-29,2021-05-30,9:00,17:00,무료,한국국악협회,한국국악협회,053-256-7957,,467,무관중,,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
2021 대구광역시 무형문화재 제전,대구문화예술회관 팔공홀,대구광역시 무형문화재제전,2021-06-02,2021-06-03,18:00,20:30,무료,대구광역시무형문화재연합회,대구광역시무형문화재연합회,053-341-7755,,467,무료,8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3713,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
360˚ 12H Dance,대구문화예술회관 비슬홀,현대무용,2021-06-02,2021-06-02,19:30,22:30,유료,12H DANCE,12H DANCE,,,107,"전석 20,000원",8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3596,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
조경선 거문고독주회,대구문화예술회관 비슬홀,조경선 거문고독주회,2021-06-03,2021-06-03,19:30,20:30,무료,조경선,조경선,,,107,전석초대,8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3646,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
이머시브 실감공연 디 오브젝트(THE OBJECT),대구문화예술회관 팔공홀,대구-경기-제주 3개극장 공동제작 프로그램,2021-06-11,2021-06-12,19:30,21:00,유료,한국문화예술회관연합회,"대구문화예술회관, 경기아트센터, 제주아트센터",053-606-6135,,100,"전석 20,000원",8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3644,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
임종화 아쟁독주회 <有志意成>,대구문화예술회관 비슬홀,아쟁독주회,2021-06-11,2021-06-11,19:30,20:30,유료,임종화,임종화,,,107,전석초대,8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3558,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
장유경 무용단,대구문화예술회관 팔공홀,장유경 무용단,2021-06-12,2021-06-12,17:00,19:00,유료,장유경무용단,장유경무용단,,,107,"전석 10,000원",8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3719,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
만정제 모정 이명희류 흥보가 완창발표회,대구문화예술회관 비슬홀,이명희류 흥보가 완창 발표회,2021-06-13,2021-06-13,14:00,17:00,무료,(사)영남판소리보존회,(사)영남판소리보존회,,,107,전석초대,8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3721,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
제15회 DIMF 특별공연 가족 뮤지컬 <토장군을 찾아라>,대구문화예술회관 비슬홀,별주부전을 뮤지컬로 각색,2021-06-19,2021-06-20,14:00,15:30,유료,대구국제뮤지컬페스티벌,대구국제뮤지컬페스티벌,053-622-1945,,107,"전석 30,000원",8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3647,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
대구시립국악단 화요국악 <소담음악회>,대구문화예술회관 비슬홀,이야기가 있는 국악공연,2021-06-22,2021-06-22,19:00,20:30,무료,대구문화예술회관,대구시립국악단,053-606-6193,,107,무료,8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3572,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
제15회 DIMF 대학생 뮤지컬페스티벌 <사랑은 비를 타고> 호산대학교,대구문화예술회관 비슬홀,대학생뮤지컬페스티벌 중 참가작,2021-06-25,2021-06-25,15:00,16:30,무료,대구국제뮤지컬페스티벌,대구국제뮤지컬페스티벌,053-622-1945,,107,무료,8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3582,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
소프라노 이화영 리사이틀,대구문화예술회관 비슬홀,소프라노 이화영 리사이틀,2021-06-29,2021-06-29,19:30,21:00,무료,이화영,이화영,,,107,무료,8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3690,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
제15회 DIMF 대학생 뮤지컬페스티벌  홍익대학교,대구문화예술회관 비슬홀,대학생뮤지컬페스티벌 중 참가작,2021-07-02,2021-07-02,15:00,17:00,무료,대구국제뮤지컬페스티벌,대구국제뮤지컬페스티벌,053-622-1945,,107,무료,8세이상,홈페이지참조,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3651,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
2021 무용여행,대구문화예술회관 비슬홀,무용여행,2021-07-17,2021-07-17,19:00,20:00,유료,운수좋은무용단,운수좋은무용단,,,107,"전석 5,000원",8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3653,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
2021대한민국 예술축전,대구문화예술회관 비슬홀,예술축전,2021-07-21,2021-07-21,14:00,17:00,무료,한국예총,한국예총,053-651-5028,,107,,,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3724,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
김선미 해금 독주회,대구문화예술회관 비슬홀,김선미 해금 독주회,2021-07-23,2021-07-23,19:00,20:00,무료,김선미,김선미,,,107,전석초대,8세이상,홈페이지참고,,https://artcenter.daegu.go.kr/content.html?md=0037&mode=view&seq=3718,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
다시뛰는 대구힐링 프로젝트,대구문화예술회관 비슬홀,다시뛰는 대구힐링,2021-07-31,2021-07-31,14:00,15:30,무료,한국예총,한국예총,053-651-5028,,107,,,,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
피터팬&사랑과 효도,대구문화예술회관 비슬홀,인어공주,2021-08-06,2021-08-07,14:00,15:00,무료,대구연극협회,대구연극협회,,,107,,6세이상,,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
제76회 광복절 경축식,대구문화예술회관 팔공홀,광복절 경축식,2021-08-15,2021-08-15,10:00,11:00,무료,대구광역시,총무과,053-803-2732,,467,,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
황혜진 해금 독주회,대구문화예술회관 비슬홀,해금 독주회,2021-08-20,2021-08-20,19:00,20:00,무료,황혜진,황혜진,,,467,,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
제23회 전국 차세대 안무가전,대구문화예술회관 비슬홀,안무가전,2021-08-22,2021-08-22,18:00,19:20,무료,(사)한국무용협회,(사)한국무용협회,,,467,,8세이상,홈페이지참고,,,홈페이지참고,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
30초의 기적,대구문화예술회관 비슬홀,무용,2021-08-25,2021-08-25,19:00,20:00,무료,정길무용단,정길 무용단,,,467,,8세이상,,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
청소년 통일 연극제,대구문화예술회관 비슬홀,연극 경연제,2021-08-27,2021-08-27,13:00,17:00,무료,민주평화통일자문회의,민주평화통일 자문회의,,,467,,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
경술국치일 상기행사,대구문화예술회관 비슬홀,경술국치일 상기행사,2021-08-29,2021-08-29,10:30,11:30,무료,대구광역시,복지정책과,053-803-6342,,467,,8세이상,홈페이지참고,,,,y,대구광역시 달서구 공원순환로 201,,35.844789,128.5581006,2021-08-10
