행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관,주최기관,전화번호,후원기관,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자
2019 K리그1 서울vs경남,주경기장,축구경기,2019-09-25,2019-09-25,19:30,21:30,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2019 K리그1 서울vs상주,주경기장,축구경기,2019-09-29,2019-09-29,16:00,18:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
제100회 전국체육대회 4강,주경기장,축구경기,2019-10-08,2019-10-08,11:00,15:00,무료,대한체육회,서울특별시,02-2144-8114,,66704,홈페이지 참조,전체,홈페이지 참조,,https://www.sports.or.kr,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
제100회 전국체육대회 결승,주경기장,축구경기,2019-10-10,2019-10-10,14:00,16:00,무료,대한체육회,서울특별시,02-2144-8114,,66704,홈페이지 참조,전체,홈페이지 참조,,https://www.sports.or.kr,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
제39회 장애인체전 8강,주경기장,축구경기,2019-10-16,2019-10-16,10:00,15:00,무료,대한체육회,서울특별시,02-2144-8114,,66704,홈페이지 참조,전체,홈페이지 참조,,https://www.sports.or.kr,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
제39회 장애인체전 4강,주경기장,축구경기,2019-10-18,2019-10-18,10:00,11:00,무료,대한체육회,서울특별시,02-2144-8114,,66704,홈페이지 참조,전체,홈페이지 참조,,https://www.sports.or.kr,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
제39회 장애인체전 결승,주경기장,축구경기,2019-10-19,2019-10-19,10:00,11:00,무료,대한체육회,서울특별시,02-2144-8114,,66704,홈페이지 참조,전체,홈페이지 참조,,https://www.sports.or.kr,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2019 K리그1 서울vs울산,주경기장,축구경기,2019-11-03,2019-11-03,15:00,17:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2019 K리그1 서울vs포항,주경기장,축구경기,2019-11-23,2019-11-23,15:00,17:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2020 아시아챔피언스리그 플레이오프 서울VS케다FA,주경기장,축구경기,2020-01-28,2020-01-28,19:00,21:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2020 아시아챔피언스리그 서울VS멜버른,주경기장,축구경기,2020-02-18,2020-02-18,19:00,21:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2020 K리그1 서울vs광주,주경기장,축구경기,2020-05-17,2020-05-17,19:00,21:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2020 K리그1 서울vs성남,주경기장,축구경기,2020-05-31,2020-05-31,16:30,18:30,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2020 K리그1 서울vs전북,주경기장,축구경기,2020-06-06,2020-06-06,16:30,18:30,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2020 K리그1 서울vs울산,주경기장,축구경기,2020-06-20,2020-06-20,19:00,21:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2020 K리그1 서울vs인천,주경기장,축구경기,2020-06-27,2020-06-27,19:00,21:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2020 K리그1 서울vs포항,주경기장,축구경기,2020-07-18,2020-07-18,20:00,22:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2020 하나은행 FA컵 8강전 서울vs포항,주경기장,축구경기,2020-07-29,2020-07-29,19:30,21:30,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2020 K리그1 서울vs강원,주경기장,축구경기,2020-08-07,2020-08-07,20:00,22:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2020 K리그1 서울vs상주,주경기장,축구경기,2020-08-15,2020-08-15,19:00,21:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2020 K리그1 서울vs부산,주경기장,축구경기,2020-09-05,2020-09-05,19:00,21:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2020 K리그1 서울vs수원,주경기장,축구경기,2020-09-13,2020-09-13,17:30,19:30,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2020 K리그1 서울vs대구,주경기장,축구경기,2020-09-20,2020-09-20,15:00,17:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2020 K리그1 파이널 서울vs부산,주경기장,축구경기,2020-10-04,2020-10-04,16:30,18:30,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2020 K리그1 파이널 서울vs강원,주경기장,축구경기,2020-10-24,2020-10-24,14:00,16:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2020 K리그1 파이널 서울vs인천,주경기장,축구경기,2020-10-31,2020-10-31,15:00,17:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2021 K리그1 서울vs수원FC,주경기장,축구경기,2021-03-07,2021-03-07,16:30,18:30,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2021 K리그1 서울vs광주,주경기장,축구경기,2021-03-17,2021-03-17,19:30,21:30,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2021 K리그1 서울vs강원,주경기장,축구경기,2021-04-03,2021-04-03,19:00,21:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2021 K리그1 서울vs포항,주경기장,축구경기,2021-04-10,2021-04-10,16:30,18:30,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2021 하나은행 FA컵 서울vs이랜드FC,주경기장,축구경기,2021-04-14,2021-04-14,19:30,21:30,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2021 K리그1 서울vs대구,주경기장,축구경기,2021-04-17,2021-04-17,16:30,18:30,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2021 K리그1 서울vs성남,주경기장,축구경기,2021-04-30,2021-04-30,19:30,21:30,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2021 K리그1 서울vs수원삼성,주경기장,축구경기,2021-05-29,2021-05-29,19:00,21:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2021 드림콘서트,주경기장,문화행사,2021-06-26,2021-06-26,17:00,22:00,유료,(사)한국연예제작자협회,(사)한국연예제작자협회,02-786-7637,,66704,홈페이지 참조,8세 이상,홈페이지 참조,,http://www.kepa.net,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2021 K리그1 서울vs인천,주경기장,축구경기,2021-07-14,2021-07-14,19:30,21:30,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
올림픽 축구대표팀 친선경기 대한민국vs프랑스,주경기장,축구경기,2021-07-16,2021-07-16,20:00,22:00,유료,대한축구협회,대한축구협회,02-2002-0707,,66704,홈페이지 참조,전체,홈페이지 참조,,https://www.kfa.or.kr,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2021 K리그1 서울vs울산,주경기장,축구경기,2021-07-31,2021-07-31,20:00,22:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2021 K리그1 서울vs광주,주경기장,축구경기,2021-08-08,2021-08-08,20:00,22:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2021 K리그1 서울vs제주,주경기장,축구경기,2021-08-18,2021-08-18,19:30,21:30,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2022 K리그1 서울vs포항,주경기장,축구경기,2021-08-22,2021-08-22,18:00,20:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2023 K리그1 서울vs울산,주경기장,축구경기,2021-08-25,2021-08-25,19:30,21:30,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2022 카타르월드컵 최종예선 대한민국vs이라크,주경기장,축구경기,2021-09-02,2021-09-02,20:00,22:00,유료,대한축구협회,대한축구협회,02-2002-0707,,66704,홈페이지 참조,전체,홈페이지 참조,,https://www.kfa.or.kr,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2021 K리그1 서울vs전북,주경기장,축구경기,2021-09-05,2021-09-05,19:00,21:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2021 K리그1 서울vs수원FC,주경기장,축구경기,2021-09-19,2021-09-19,16:30,18:30,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2021 K리그1 서울vs인천,주경기장,축구경기,2021-09-22,2021-09-22,19:00,21:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
2021 K리그1 서울vs대구,주경기장,축구경기,2021-10-03,2021-10-03,19:00,21:00,유료,(주)GS스포츠,(주)GS스포츠,02-306-5050,,66704,홈페이지 참조,전체,홈페이지 참조,,www.fcseoul.com,홈페이지 참조,Y,서울특별시 마포구 월드컵로240,서울특별시 마포구 성산동 420,37.568289,126.897256,2021-10-29
